# tile	case	family	fn	col	op	valid	bnd	nonman	nmvert	chi	genus	comp	wantcomp	v	e	f	folds	warn	corners	class	tier	want_class	verdict_flags	tol	runs	distinct	secs	bin	camera
AC17-R1-C3	AC17	fit	stock	3	chamfer	VALID	0	0	0	2	0	1	1	90	264	176	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=10 weld=20 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R2-C1	AC17	fit	8	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R2-C2	AC17	fit	8	2	fillet	VALID	0	0	0	2	0	1	1	138	408	272	0	1	tube=0 capTri=4 cap=2 coons=0 saddle=2 flat=0 fan=0 weld=18 none=4	capTri	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.12	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R2-C3	AC17	fit	8	3	chamfer	VALID	0	0	0	2	0	1	1	90	264	176	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=10 weld=20 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R3-C1	AC17	fit	19	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R3-C2	AC17	fit	19	2	fillet	VALID	0	0	0	2	0	1	1	414	1236	824	0	1	tube=0 capTri=4 cap=2 coons=2 saddle=0 flat=0 fan=0 weld=18 none=4	capTri	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.15	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R3-C3	AC17	fit	19	3	chamfer	VALID	0	0	0	2	0	1	1	90	264	176	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=10 weld=20 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R4-C1	AC17	fit	32	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R4-C2	AC17	fit	32	2	fillet	VALID	0	0	0	2	0	1	1	778	2328	1552	0	1	tube=0 capTri=4 cap=2 coons=1 saddle=0 flat=1 fan=0 weld=18 none=4	capTri	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.15	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R4-C3	AC17	fit	32	3	chamfer	VALID	0	0	0	2	0	1	1	90	264	176	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=10 weld=20 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R5-C1	AC17	fit	64	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R5-C2	AC17	fit	64	2	fillet	VALID	0	0	0	2	0	1	1	2088	6258	4172	0	1	tube=0 capTri=4 cap=2 coons=0 saddle=0 flat=2 fan=0 weld=18 none=4	capTri	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.20	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R5-C3	AC17	fit	64	3	chamfer	VALID	0	0	0	2	0	1	1	90	264	176	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=10 weld=20 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC18-R1-C1	AC18	fit	stock	1	original	VALID	0	0	0	2	0	1	1	19	51	34	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R1-C2	AC18	fit	stock	2	fillet	VALID	0	0	0	2	0	1	1	198	588	392	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=16 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R1-C3	AC18	fit	stock	3	chamfer	VALID	0	0	0	2	0	1	1	82	240	160	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=16 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R2-C1	AC18	fit	8	1	original	VALID	0	0	0	2	0	1	1	19	51	34	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R2-C2	AC18	fit	8	2	fillet	VALID	0	0	0	2	0	1	1	128	378	252	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=16 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R2-C3	AC18	fit	8	3	chamfer	VALID	0	0	0	2	0	1	1	82	240	160	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=16 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R3-C1	AC18	fit	19	1	original	VALID	0	0	0	2	0	1	1	19	51	34	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R3-C2	AC18	fit	19	2	fillet	VALID	0	0	0	2	0	1	1	380	1134	756	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=16 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R3-C3	AC18	fit	19	3	chamfer	VALID	0	0	0	2	0	1	1	82	240	160	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=16 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R4-C1	AC18	fit	32	1	original	VALID	0	0	0	2	0	1	1	19	51	34	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R4-C2	AC18	fit	32	2	fillet	VALID	0	0	0	2	0	1	1	758	2268	1512	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=16 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R4-C3	AC18	fit	32	3	chamfer	VALID	0	0	0	2	0	1	1	82	240	160	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=16 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R5-C1	AC18	fit	64	1	original	VALID	0	0	0	2	0	1	1	19	51	34	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R5-C2	AC18	fit	64	2	fillet	VALID	0	0	0	2	0	1	1	2382	7140	4760	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=16 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC18-R5-C3	AC18	fit	64	3	chamfer	VALID	0	0	0	2	0	1	1	82	240	160	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=16 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	35.151,-29.151,26.406,6,0,6
AC19-R1-C1	AC19	refusal	stock	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		flat	OK	1e-6	1	1	0.10	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R1-C2	AC19	refusal	stock	2	fillet	VALID	0	0	0	2	0	1	1	64	186	124	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=0 weld=0 none=10	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.13	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R1-C3	AC19	refusal	stock	3	chamfer	VALID	0	0	0	2	0	1	1	50	144	96	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=12 weld=0 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R2-C1	AC19	refusal	8	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		flat	OK	1e-6	1	1	0.10	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R2-C2	AC19	refusal	8	2	fillet	VALID	0	0	0	2	0	1	1	40	114	76	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=0 weld=0 none=10	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R2-C3	AC19	refusal	8	3	chamfer	VALID	0	0	0	2	0	1	1	50	144	96	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=12 weld=0 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R3-C1	AC19	refusal	19	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R3-C2	AC19	refusal	19	2	fillet	VALID	0	0	0	2	0	1	1	76	222	148	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=0 weld=0 none=10	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.13	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R3-C3	AC19	refusal	19	3	chamfer	VALID	0	0	0	2	0	1	1	50	144	96	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=12 weld=0 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R4-C1	AC19	refusal	32	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		flat	OK	1e-6	1	1	0.10	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R4-C2	AC19	refusal	32	2	fillet	VALID	0	0	0	2	0	1	1	112	330	220	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=0 weld=0 none=10	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.14	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R4-C3	AC19	refusal	32	3	chamfer	VALID	0	0	0	2	0	1	1	50	144	96	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=12 weld=0 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R5-C1	AC19	refusal	64	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		flat	OK	1e-6	1	1	0.10	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R5-C2	AC19	refusal	64	2	fillet	VALID	0	0	0	2	0	1	1	208	618	412	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=0 weld=0 none=10	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.17	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC19-R5-C3	AC19	refusal	64	3	chamfer	VALID	0	0	0	2	0	1	1	50	144	96	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=12 weld=0 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC20-R1-C1	AC20	refusal	stock	1	original	VALID	0	0	0	2	0	1	1	20	54	36	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R1-C2	AC20	refusal	stock	2	fillet	VALID	0	0	0	2	0	1	1	510	1524	1016	0	0	tube=0 capTri=14 cap=0 coons=0 saddle=5 flat=1 fan=0 weld=122 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R1-C3	AC20	refusal	stock	3	chamfer	VALID	0	0	0	2	0	1	1	324	966	644	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=20 weld=122 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R2-C1	AC20	refusal	8	1	original	VALID	0	0	0	2	0	1	1	20	54	36	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R2-C2	AC20	refusal	8	2	fillet	VALID	0	0	0	2	0	1	1	510	1524	1016	0	0	tube=0 capTri=14 cap=0 coons=0 saddle=5 flat=1 fan=0 weld=122 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R2-C3	AC20	refusal	8	3	chamfer	VALID	0	0	0	2	0	1	1	324	966	644	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=20 weld=122 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R3-C1	AC20	refusal	19	1	original	VALID	0	0	0	2	0	1	1	20	54	36	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R3-C2	AC20	refusal	19	2	fillet	VALID	0	0	0	2	0	1	1	1417	4245	2830	0	0	tube=0 capTri=14 cap=0 coons=0 saddle=5 flat=0 fan=1 weld=122 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.13	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R3-C3	AC20	refusal	19	3	chamfer	VALID	0	0	0	2	0	1	1	324	966	644	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=20 weld=122 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R4-C1	AC20	refusal	32	1	original	VALID	0	0	0	2	0	1	1	20	54	36	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R4-C2	AC20	refusal	32	2	fillet	VALID	0	0	0	2	0	1	1	2280	6834	4556	0	1	tube=0 capTri=14 cap=0 coons=1 saddle=2 flat=3 fan=0 weld=122 none=0	capTri	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.20	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R4-C3	AC20	refusal	32	3	chamfer	VALID	0	0	0	2	0	1	1	324	966	644	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=20 weld=122 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R5-C1	AC20	refusal	64	1	original	VALID	0	0	0	2	0	1	1	20	54	36	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R5-C2	AC20	refusal	64	2	fillet	VALID	0	0	0	2	0	1	1	5886	17652	11768	0	1	tube=0 capTri=14 cap=0 coons=0 saddle=2 flat=4 fan=0 weld=122 none=0	capTri	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.28	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC20-R5-C3	AC20	refusal	64	3	chamfer	VALID	0	0	0	2	0	1	1	324	966	644	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=20 weld=122 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	46.557,-39.057,30.934,7.5,0,7.5
AC21-R1-C1	AC21	degenerate	stock	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R1-C2	AC21	degenerate	stock	2	fillet	VALID	0	0	0	2	0	1	1	110	324	216	0	0	tube=0 capTri=10 cap=0 coons=0 saddle=1 flat=0 fan=1 weld=14 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R1-C3	AC21	degenerate	stock	3	chamfer	VALID	0	0	0	2	0	1	1	52	150	100	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=10 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R2-C1	AC21	degenerate	8	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R2-C2	AC21	degenerate	8	2	fillet	VALID	0	0	0	2	0	1	1	110	324	216	0	0	tube=0 capTri=10 cap=0 coons=0 saddle=1 flat=0 fan=1 weld=14 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R2-C3	AC21	degenerate	8	3	chamfer	VALID	0	0	0	2	0	1	1	52	150	100	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=10 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R3-C1	AC21	degenerate	19	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R3-C2	AC21	degenerate	19	2	fillet	VALID	0	0	0	2	0	1	1	228	678	452	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=10 none=0	capTri	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.13	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R3-C3	AC21	degenerate	19	3	chamfer	VALID	0	0	0	2	0	1	1	52	150	100	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=10 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R4-C1	AC21	degenerate	32	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R4-C2	AC21	degenerate	32	2	fillet	VALID	0	0	0	2	0	1	1	450	1344	896	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=10 none=0	capTri	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.14	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R4-C3	AC21	degenerate	32	3	chamfer	VALID	0	0	0	2	0	1	1	52	150	100	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=10 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R5-C1	AC21	degenerate	64	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R5-C2	AC21	degenerate	64	2	fillet	VALID	0	0	0	2	0	1	1	1394	4176	2784	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=10 none=0	capTri	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.19	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC21-R5-C3	AC21	degenerate	64	3	chamfer	VALID	0	0	0	2	0	1	1	52	150	100	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=10 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	-39.747,-21.858,33.858,0.05,6,6
AC22-R1-C1	AC22	selection	stock	1	original	VALID	0	0	0	2	0	1	1	12	30	20	0	0		-		capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R1-C2	AC22	selection	stock	2	fillet	VALID	0	0	0	2	0	1	1	168	498	332	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=40 none=0	capTri	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R1-C3	AC22	selection	stock	3	chamfer	VALID	0	0	0	2	0	1	1	112	330	220	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=40 none=0	fan	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R2-C1	AC22	selection	8	1	original	VALID	0	0	0	2	0	1	1	12	30	20	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R2-C2	AC22	selection	8	2	fillet	VALID	0	0	0	2	0	1	1	168	498	332	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=40 none=0	capTri	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R2-C3	AC22	selection	8	3	chamfer	VALID	0	0	0	2	0	1	1	112	330	220	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=40 none=0	fan	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R3-C1	AC22	selection	19	1	original	VALID	0	0	0	2	0	1	1	12	30	20	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R3-C2	AC22	selection	19	2	fillet	VALID	0	0	0	2	0	1	1	408	1218	812	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=40 none=0	capTri	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R3-C3	AC22	selection	19	3	chamfer	VALID	0	0	0	2	0	1	1	112	330	220	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=40 none=0	fan	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R4-C1	AC22	selection	32	1	original	VALID	0	0	0	2	0	1	1	12	30	20	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R4-C2	AC22	selection	32	2	fillet	VALID	0	0	0	2	0	1	1	720	2154	1436	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=40 none=0	capTri	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R4-C3	AC22	selection	32	3	chamfer	VALID	0	0	0	2	0	1	1	112	330	220	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=40 none=0	fan	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R5-C1	AC22	selection	64	1	original	VALID	0	0	0	2	0	1	1	12	30	20	0	0		-		capTri	OK	1e-6	1	1	0.10	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R5-C2	AC22	selection	64	2	fillet	VALID	0	0	0	2	0	1	1	1904	5706	3804	0	0	tube=0 capTri=8 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=40 none=0	capTri	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.12	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
AC22-R5-C3	AC22	selection	64	3	chamfer	VALID	0	0	0	2	0	1	1	112	330	220	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=8 weld=40 none=0	fan	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	capTri	OK	1e-6	1	1	0.11	9de6d8c0	43.223,-27.780,40.706,30,10,18.038
